Book,Books > Non-Fiction > Essential programming,9780131103627,The C Programming Language,"As we said in the first preface to the first edition, C ""wears well as one's experience with it grows."" With a decade more experience, we still feel that way. We hope that this book will help you to learn C and use it well.",Book partner,9780131103627,9.99,20
Book,Books > Non-Fiction > Essential programming,9780201616224,Alfresco 3 Web Services,... <id>urn:isbn:9780201616224</id><updated>20100114T14:20:24+0100</  updated> <title>ThePragmaticProgrammer</title><author><name>DavidThomas  </name></author> <author><name>Andrew Hunt</name></author> <category ...,Book partner,9780201616224,3.99,82
Book,Books > Non-Fiction > Essential programming,9780201633610,Design Patterns,"With Design Patterns as your guide, you will learn how these important patterns fit into the software development process, and how you can leverage them to solve your own design problems most efficiently.",Book partner,9780201633610,23.99,74
Book,Books > Non-Fiction > Essential programming,9780262510875,Structure and Interpretation of Computer Programs,"This long-awaited revision contains changesthroughout the text.There are new implementations of most of the major programming systems in thebook, including the interpreters and compilers, and the authors have incorporated many small ...",Book partner,9780262510875,23.99,54
Book,Books > Non-Fiction > Essential programming,9780201485677,Refactoring,"improving the design of existing code M. Fowler. Object Technology/Software   Engineering As the application of object technology— particularly the Java   programming language— has become commonplace, a new problem has   emerged to ...",Book partner,9780201485677,1.99,9
Book,Books > Non-Fiction > Essential programming,9780201485417,The Art of Computer Programming: Sorting and searching,"Check out the boxed set that brings together Volumes 1 - 4A in one elegant case, and offers the purchaser a $50 discount off the price of buying the four volumes individually.",Book partner,9780201485417,18.99,37
Book,Books > Non-Fiction > Essential programming,9780201835953,The mythical man-month,"These essays draw from his experience as project manager for the IBM System/360 computer family and then for OS/360, its massive software system.",Book partner,9780201835953,8.99,90
Book,Books > Non-Fiction > Essential programming,9780735619678,"Code Complete, Second Edition","Features the best practices in the art and science of constructing software--topics include design, applying good techniques to construction, eliminating errors, planning, managing construction activities, and relating personal character to ...",Book partner,9780735619678,27.99,88
Book,Books > Non-Fiction > Essential programming,9780132350884,Clean Code,"Looks at the principles and clean code, includes case studies showcasing the practices of writing clean code, and contains a list of heuristics and ""smells"" accumulated from the process of writing clean code.",Book partner,9780132350884,1.99,91
Book,Books > Non-Fiction > Essential programming,9780201700732,The C++ programming language,"More than three-quarters of a million programmers have benefited from this book in all of its editions Written by Bjarne Stroustrup, the creator of C++, this is the world's most trusted and widely read book on C++.",Book partner,9780201700732,11.99,88
Book,Books > Non-Fiction > Essential programming,9780596517748,JavaScript: The Good Parts,"If you develop sites or applications for the Web, this book is an absolute must.",Book partner,9780596517748,21.99,49
Book,Books > Non-Fiction > Essential programming,9780201100884,"Compilers, principles, techniques, and tools",This book provides the foundation for understanding the theory and pracitce of compilers.,Book partner,9780201100884,15.99,2
Book,Books > Non-Fiction > Essential programming,9780130313584,Современные операционные системы,"NEW-Over 200 references to books and papers published since the first edition. NEW-The Web site for this book contains PowerPoint slides, simulators, figures in various formats, and other teaching aids.",Book partner,9780130313584,16.99,23
Book,Books > Non-Fiction > Essential programming,9780137903955,Artificial Intelligence,"All of this is available at: ""aima.cs.berkeley.edu""",Book partner,9780137903955,9.99,23
Book,Books > Non-Fiction > Essential programming,9780262011532,Structure and Interpretation of Computer Programs,Structure and Interpretation of Computer Programs has had a dramatic impact on computer science curricula over the past decade. This long-awaited revision contains changes throughout the text.,Book partner,9780262011532,28.99,5
Book,Books > Non-Fiction > Essential programming,9780139376818,The UNIX programming environment,"Most of the book is devoted to discussions of individual tools, but throughout run the themes of combining programs and of using programs to build programs--emphasizing how they fit in the environment.",Book partner,9780139376818,24.99,44
Book,Books > Non-Fiction > Essential programming,9780596514983,Real World Haskell,"With this book, you will: Understand the differences between procedural and functional programming Learn the features of Haskell, and how to use it to develop useful programs Interact with filesystems, databases, and network services Write ...",Book partner,9780596514983,11.99,18
Book,Books > Non-Fiction > Essential programming,9780262560993,Little LISPer,"Daniel Paul Friedman. True: as long as we use the names consistently, we are   just fine. And mk-length is a far more equal name than length. If we use a name   like mk-length, it is a constant reminder that the first argument to mk-length is ...",Book partner,9780262560993,21.99,31
Book,Books > Non-Fiction > Essential programming,9780596007126,Head First Design Patterns,"Meanwhile,. back. at. the. PizzaStore. The design for the PizzaStore is really   shaping up: it's got a flexible framework and it does a good job of adhering to   design principles. Now, the key to Objectville Pizza's success has always been   fresh, ...",Book partner,9780596007126,23.99,12
Book,Books > Non-Fiction > Essential programming,9780131177055,Working Effectively With Legacy Code,"In this book, Michael Feathers offers start-to-finish strategies for working more effectively with large, untested legacy code bases.",Book partner,9780131177055,24.99,23
Book,Books > Non-Fiction > Essential programming,9780262062183,How to design programs,"an introduction to programming and computing Matthias Felleisen. The   abstraction: Next we replace the contents of corresponding pairs of boxes with   new names and add these names to the parameter list. For example, if there are   three pairs ...",Book partner,9780262062183,15.99,4
Book,Books > Non-Fiction > Essential programming,9780201615869,La práctica de la programación,"Rob Pike. probably need to make changes to the main body of the code, and if   you edit a copy, before long you will have divergent versions. As much as   possible, there should only be a single source for a program; if you find you need   to ...",Book partner,9780201615869,15.99,63
Book,Books > Non-Fiction > Essential programming,9780974514055,Programming Ruby,"A tutorial and reference to the object-oriented programming language for beginning to experienced programmers, updated for version 1.8, describes the language's structure, syntax, and operation, and explains how to build applications.",Book partner,9780974514055,1.99,61
Book,Books > Non-Fiction > Essential programming,9780596002817,Learning Python,"This edition of Learning Python puts you in the hands of two expert teachers, Mark Lutz and David Ascher, whose friendly, well-structured prose has guided many a programmer to proficiency with the language.",Book partner,9780596002817,18.99,7
Book,Books > Non-Fiction > Essential programming,9780134900124,UNIX Network Programming,Interprocess Communications.,Book partner,9780134900124,2.99,21
Book,Books > Non-Fiction > Essential programming,9780321503626,"Growing Object-Oriented Software, Guided by Tests","Along the way, the book systematically addresses challenges that development teams encounter with TDD—from integrating TDD into your processes to testing your most difficult features.",Book partner,9780321503626,17.99,49
Book,Books > Non-Fiction > Essential programming,9780321146533,Test-Driven Development,By Example. The Addison-Wesley Signature Series provides readers with   practical and authoritative information on the latest trends in modern technology   for computer professionals. The series is based on one simple premise: great   books ...,Book partner,9780321146533,19.99,39
Book,Books > Non-Fiction > Essential programming,9780974514048,Ship it!,"Experienced practitioners Richardson and Gwaltney give inside information on the practicalities of managing a development project, whether from the aforesaid garage or from the largest cube farm in th.",Book partner,9780974514048,20.99,94
Book,Books > Non-Fiction > Essential programming,9780133708752,ANSI Common Lisp,"Consisting of three appendices, the summary half of the book gives source code for a selection of widely used Common Lisp operators, with definitions that offer a comprehensive explanation of the language and provide a rich source of real ...",Book partner,9780133708752,24.99,93
Book,Books > Non-Fiction > Essential programming,9780596000271,Programming Perl,"On the other hand, the best managers also understand the job their employees   are trying to do. The same is true of pattern matching in Perl. The more   thoroughly you understand of how Perl goes about the task of matching any   particular ...",Book partner,9780596000271,21.99,48
Book,Books > Non-Fiction > Essential programming,9780321334879,Effective Java,"Each chapter in the book consists of several “items” presented in the form of a short, standalone essay that provides specific advice, insight into Java platform subtleties, and outstanding code examples.",Book partner,9780321334879,1.99,34
Book,Books > Non-Fiction > Essential programming,9780262033848,Algorithms,"A new edition of the essential text and professional reference, with substantial newmaterial on such topics as vEB trees, multithreaded algorithms, dynamic programming, and edge-baseflow.",Book partner,9780262033848,0.99,49
Book,Books > Non-Fiction > Essential programming,9780976694007,Agile Web Development Whit Rails,Provides information on creating Web-based applications.,Book partner,9780976694007,8.99,18
